,Unnamed: 0,Entity,Code,Year,Annual_biofuel_production
2218,,Tonga,TON,2007,0
2219,,Tonga,TON,2008,0
2220,,Tonga,TON,2009,0
2221,,Tonga,TON,2010,0
2222,,Trinidad and Tobago,TTO,2000,0
2223,,Trinidad and Tobago,TTO,2001,0
2224,,Trinidad and Tobago,TTO,2002,0
2225,,Trinidad and Tobago,TTO,2003,0
2226,,Trinidad and Tobago,TTO,2004,0.573
2227,,Trinidad and Tobago,TTO,2005,1.78
2228,,Trinidad and Tobago,TTO,2006,3.167
2229,,Trinidad and Tobago,TTO,2007,4.26
2230,,Trinidad and Tobago,TTO,2008,2.797
2231,,Trinidad and Tobago,TTO,2009,0
2232,,Trinidad and Tobago,TTO,2010,0
2233,,Tunisia,TUN,2000,0
2234,,Tunisia,TUN,2001,0
2235,,Tunisia,TUN,2002,0
2236,,Tunisia,TUN,2003,0
2237,,Tunisia,TUN,2004,0
2238,,Tunisia,TUN,2005,0
2239,,Tunisia,TUN,2006,0
2240,,Tunisia,TUN,2007,0
2241,,Tunisia,TUN,2008,0
2242,,Tunisia,TUN,2009,0
2243,,Tunisia,TUN,2010,0
2244,,Turkey,TUR,2000,0
2245,,Turkey,TUR,2001,0
2246,,Turkey,TUR,2002,0
2247,,Turkey,TUR,2003,0
2248,,Turkey,TUR,2004,0.5
2249,,Turkey,TUR,2005,1.1
2250,,Turkey,TUR,2006,1
2251,,Turkey,TUR,2007,1.1
2252,,Turkey,TUR,2008,1
2253,,Turkey,TUR,2009,1
2254,,Turkey,TUR,2010,0
2255,,Turkmenistan,TKM,2000,0
2256,,Turkmenistan,TKM,2001,0
2257,,Turkmenistan,TKM,2002,0
2258,,Turkmenistan,TKM,2003,0
2259,,Turkmenistan,TKM,2004,0
2260,,Turkmenistan,TKM,2005,0
2261,,Turkmenistan,TKM,2006,0
2262,,Turkmenistan,TKM,2007,0
2263,,Turkmenistan,TKM,2008,0
2264,,Turkmenistan,TKM,2009,0
2265,,Turkmenistan,TKM,2010,0
2266,,Turks and Caicos Islands,TCA,2000,0
2267,,Turks and Caicos Islands,TCA,2001,0
2268,,Turks and Caicos Islands,TCA,2002,0
2269,,Turks and Caicos Islands,TCA,2003,0
2270,,Turks and Caicos Islands,TCA,2004,0
2271,,Turks and Caicos Islands,TCA,2005,0
2272,,Turks and Caicos Islands,TCA,2006,0
2273,,Turks and Caicos Islands,TCA,2007,0
2274,,Turks and Caicos Islands,TCA,2008,0
2275,,Turks and Caicos Islands,TCA,2009,0
2276,,Turks and Caicos Islands,TCA,2010,0
2277,,Tuvalu,TUV,2000,0
2278,,Tuvalu,TUV,2001,0
2279,,Tuvalu,TUV,2002,0
2280,,Tuvalu,TUV,2003,0
2281,,Tuvalu,TUV,2004,0
2282,,Tuvalu,TUV,2005,0
2283,,Tuvalu,TUV,2006,0
2284,,Tuvalu,TUV,2007,0
2285,,Tuvalu,TUV,2008,0
2286,,Tuvalu,TUV,2009,0
2287,,Tuvalu,TUV,2010,0
2288,,Uganda,UGA,2000,0
2289,,Uganda,UGA,2001,0
2290,,Uganda,UGA,2002,0
2291,,Uganda,UGA,2003,0
2292,,Uganda,UGA,2004,0
2293,,Uganda,UGA,2005,0
2294,,Uganda,UGA,2006,0
2295,,Uganda,UGA,2007,0
2296,,Uganda,UGA,2008,0
2297,,Uganda,UGA,2009,0
2298,,Uganda,UGA,2010,0
2299,,Ukraine,UKR,2000,0
2300,,Ukraine,UKR,2001,0
2301,,Ukraine,UKR,2002,0
2302,,Ukraine,UKR,2003,0
2303,,Ukraine,UKR,2004,0
2304,,Ukraine,UKR,2005,0
2305,,Ukraine,UKR,2006,0
2306,,Ukraine,UKR,2007,0
2307,,Ukraine,UKR,2008,0
2308,,Ukraine,UKR,2009,0
2309,,Ukraine,UKR,2010,0
2310,,United Arab Emirates,ARE,2000,0
2311,,United Arab Emirates,ARE,2001,0
2312,,United Arab Emirates,ARE,2002,0
2313,,United Arab Emirates,ARE,2003,0
2314,,United Arab Emirates,ARE,2004,0
2315,,United Arab Emirates,ARE,2005,0
2316,,United Arab Emirates,ARE,2006,0
2317,,United Arab Emirates,ARE,2007,0
2318,,United Arab Emirates,ARE,2008,0
2319,,United Arab Emirates,ARE,2009,0
2320,,United Arab Emirates,ARE,2010,0
2321,,United Kingdom,GBR,2000,0
2322,,United Kingdom,GBR,2001,0.06
2323,,United Kingdom,GBR,2002,0.2
2324,,United Kingdom,GBR,2003,0.2
2325,,United Kingdom,GBR,2004,0.9
2326,,United Kingdom,GBR,2005,5
2327,,United Kingdom,GBR,2006,8.3
2328,,United Kingdom,GBR,2007,6.7
2329,,United Kingdom,GBR,2008,5.3
2330,,United Kingdom,GBR,2009,5.3
2331,,United Kingdom,GBR,2010,0
2332,,United States,USA,2000,115.70946
2333,,United States,USA,2001,140.29389
2334,,United States,USA,2002,183.86691
2335,,United States,USA,2003,223.29032
2336,,United States,USA,2004,260.61215
2337,,United States,USA,2005,334.95054
2338,,United States,USA,2006,457.33005
2339,,United States,USA,2007,649.67907
2340,,United States,USA,2008,746.51509
2341,,United States,USA,2009,887.6242
2342,,United States,USA,2010,0
2343,,Uruguay,URY,2000,0
2344,,Uruguay,URY,2001,0
2345,,Uruguay,URY,2002,0
2346,,Uruguay,URY,2003,0
2347,,Uruguay,URY,2004,0.03
2348,,Uruguay,URY,2005,0.04
2349,,Uruguay,URY,2006,0.06
2350,,Uruguay,URY,2007,0.05
2351,,Uruguay,URY,2008,0.14
2352,,Uruguay,URY,2009,0.3
2353,,Uruguay,URY,2010,0
2354,,Uzbekistan,UZB,2000,0
2355,,Uzbekistan,UZB,2001,0
2356,,Uzbekistan,UZB,2002,0
2357,,Uzbekistan,UZB,2003,0
2358,,Uzbekistan,UZB,2004,0
2359,,Uzbekistan,UZB,2005,0
2360,,Uzbekistan,UZB,2006,0
2361,,Uzbekistan,UZB,2007,0
2362,,Uzbekistan,UZB,2008,0
2363,,Uzbekistan,UZB,2009,0
2364,,Uzbekistan,UZB,2010,0
2365,,Vanuatu,VUT,2000,0
2366,,Vanuatu,VUT,2001,0
2367,,Vanuatu,VUT,2002,0
2368,,Vanuatu,VUT,2003,0
2369,,Vanuatu,VUT,2004,0
2370,,Vanuatu,VUT,2005,0
2371,,Vanuatu,VUT,2006,0
2372,,Vanuatu,VUT,2007,0
2373,,Vanuatu,VUT,2008,0
2374,,Vanuatu,VUT,2009,0
2375,,Vanuatu,VUT,2010,0
2376,,Venezuela,VEN,2000,0
2377,,Venezuela,VEN,2001,0
2378,,Venezuela,VEN,2002,0
2379,,Venezuela,VEN,2003,0
2380,,Venezuela,VEN,2004,0
2381,,Venezuela,VEN,2005,0
2382,,Venezuela,VEN,2006,0
2383,,Venezuela,VEN,2007,0
2384,,Venezuela,VEN,2008,0
2385,,Venezuela,VEN,2009,0
2386,,Venezuela,VEN,2010,0
2387,,Vietnam,VNM,2000,0
2388,,Vietnam,VNM,2001,0
2389,,Vietnam,VNM,2002,0
2390,,Vietnam,VNM,2003,0
2391,,Vietnam,VNM,2004,0
2392,,Vietnam,VNM,2005,0
2393,,Vietnam,VNM,2006,0
2394,,Vietnam,VNM,2007,0
2395,,Vietnam,VNM,2008,0.044
2396,,Vietnam,VNM,2009,0.6
2397,,Vietnam,VNM,2010,0
2398,,World,OWID_WRL,2000,342.86511
2399,,World,OWID_WRL,2001,403.46556
2400,,World,OWID_WRL,2002,499.40828
2401,,World,OWID_WRL,2003,554.7574
2402,,World,OWID_WRL,2004,656.27391
2403,,World,OWID_WRL,2005,840.37053
2404,,World,OWID_WRL,2006,1103.10749
2405,,World,OWID_WRL,2007,1476.22083
2406,,World,OWID_WRL,2008,1633.06158
2407,,World,OWID_WRL,2009,1855.64882
2408,,World,OWID_WRL,2010,0
2409,,Yemen,YEM,2000,0
2410,,Yemen,YEM,2001,0
2411,,Yemen,YEM,2002,0
2412,,Yemen,YEM,2003,0
2413,,Yemen,YEM,2004,0
2414,,Yemen,YEM,2005,0
2415,,Yemen,YEM,2006,0
2416,,Yemen,YEM,2007,0
2417,,Yemen,YEM,2008,0
2418,,Yemen,YEM,2009,0
2419,,Yemen,YEM,2010,0
2420,,Zambia,ZMB,2000,0
2421,,Zambia,ZMB,2001,0
2422,,Zambia,ZMB,2002,0
2423,,Zambia,ZMB,2003,0
2424,,Zambia,ZMB,2004,0
2425,,Zambia,ZMB,2005,0
2426,,Zambia,ZMB,2006,0
2427,,Zambia,ZMB,2007,0
2428,,Zambia,ZMB,2008,0
2429,,Zambia,ZMB,2009,0
2430,,Zambia,ZMB,2010,0
2431,,Zimbabwe,ZWE,2000,0
2432,,Zimbabwe,ZWE,2001,0
2433,,Zimbabwe,ZWE,2002,0
2434,,Zimbabwe,ZWE,2003,0
2435,,Zimbabwe,ZWE,2004,0
2436,,Zimbabwe,ZWE,2005,0
2437,,Zimbabwe,ZWE,2006,0
2438,,Zimbabwe,ZWE,2007,0.04
2439,,Zimbabwe,ZWE,2008,0.06
2440,,Zimbabwe,ZWE,2009,0.12
2441,,Zimbabwe,ZWE,2010,0
